label,text
ham,Please find the project update attached. Ref1270
spam,You have been selected for an exclusive gift card. Ref2715
ham,Please find the project update attached. Ref3139
spam,Earn money fast from home. Click here now. Ref3409
ham,Let's discuss the requirements in today's call. Ref3525
spam,Earn money fast from home. Click here now. Ref360
ham,"Hi, can we schedule a meeting for tomorrow? Ref4610"
spam,Earn money fast from home. Click here now. Ref3731
spam,Limited time offer! Get free rewards today. Ref4975
ham,Let's discuss the requirements in today's call. Ref1680
ham,Reminder: team meeting at 3 PM today. Ref3521
spam,Congratulations! You have won a cash prize. Claim now. Ref1603
ham,Let's discuss the requirements in today's call. Ref883
ham,Reminder: team meeting at 3 PM today. Ref2434
spam,Congratulations! You have won a cash prize. Claim now. Ref2147
ham,Reminder: team meeting at 3 PM today. Ref2707
ham,Thank you for your email. I will review it. Ref387
spam,Urgent: Verify your account and win a bonus. Ref2457
spam,Earn money fast from home. Click here now. Ref3092
spam,You have been selected for an exclusive gift card. Ref1919
ham,Let's discuss the requirements in today's call. Ref2373
ham,Thank you for your email. I will review it. Ref649
spam,Limited time offer! Get free rewards today. Ref574
spam,Limited time offer! Get free rewards today. Ref918
ham,"Hi, can we schedule a meeting for tomorrow? Ref1191"
spam,Earn money fast from home. Click here now. Ref957
spam,Urgent: Verify your account and win a bonus. Ref4909
spam,Earn money fast from home. Click here now. Ref1012
ham,"Hi, can we schedule a meeting for tomorrow? Ref3571"
ham,Thank you for your email. I will review it. Ref1735
ham,Please find the project update attached. Ref137
ham,Let's discuss the requirements in today's call. Ref2437
ham,Reminder: team meeting at 3 PM today. Ref2769
ham,Let's discuss the requirements in today's call. Ref1815
ham,"Hi, can we schedule a meeting for tomorrow? Ref1289"
ham,Please find the project update attached. Ref3480
spam,Limited time offer! Get free rewards today. Ref706
spam,You have been selected for an exclusive gift card. Ref1308
ham,Reminder: team meeting at 3 PM today. Ref1114
spam,Urgent: Verify your account and win a bonus. Ref2976
ham,Let's discuss the requirements in today's call. Ref4911
spam,Urgent: Verify your account and win a bonus. Ref2546
spam,Urgent: Verify your account and win a bonus. Ref964
ham,Please find the project update attached. Ref1133
ham,Thank you for your email. I will review it. Ref4417
spam,You have been selected for an exclusive gift card. Ref2254
ham,Thank you for your email. I will review it. Ref3310
ham,Please find the project update attached. Ref2912
spam,Urgent: Verify your account and win a bonus. Ref694
ham,Please find the project update attached. Ref4687
spam,Urgent: Verify your account and win a bonus. Ref3023
spam,Limited time offer! Get free rewards today. Ref1470
ham,Thank you for your email. I will review it. Ref1316
ham,Let's discuss the requirements in today's call. Ref3098
spam,You have been selected for an exclusive gift card. Ref1008
ham,Please find the project update attached. Ref1362
ham,"Hi, can we schedule a meeting for tomorrow? Ref2532"
ham,Let's discuss the requirements in today's call. Ref4315
ham,Thank you for your email. I will review it. Ref4695
ham,Thank you for your email. I will review it. Ref4169
spam,Congratulations! You have won a cash prize. Claim now. Ref2257
spam,Urgent: Verify your account and win a bonus. Ref1392
spam,Urgent: Verify your account and win a bonus. Ref3821
ham,Reminder: team meeting at 3 PM today. Ref1240
ham,"Hi, can we schedule a meeting for tomorrow? Ref3819"
ham,Let's discuss the requirements in today's call. Ref4723
ham,"Hi, can we schedule a meeting for tomorrow? Ref3261"
ham,Please find the project update attached. Ref1863
ham,Reminder: team meeting at 3 PM today. Ref4181
spam,You have been selected for an exclusive gift card. Ref2188
ham,Thank you for your email. I will review it. Ref1777
spam,Congratulations! You have won a cash prize. Claim now. Ref692
spam,You have been selected for an exclusive gift card. Ref1841
ham,Reminder: team meeting at 3 PM today. Ref945
spam,Earn money fast from home. Click here now. Ref4509
spam,Congratulations! You have won a cash prize. Claim now. Ref3568
ham,"Hi, can we schedule a meeting for tomorrow? Ref4715"
ham,"Hi, can we schedule a meeting for tomorrow? Ref994"
spam,Earn money fast from home. Click here now. Ref105
spam,Congratulations! You have won a cash prize. Claim now. Ref1908
spam,Congratulations! You have won a cash prize. Claim now. Ref4588
ham,Let's discuss the requirements in today's call. Ref1075
spam,Congratulations! You have won a cash prize. Claim now. Ref644
spam,You have been selected for an exclusive gift card. Ref4341
ham,Thank you for your email. I will review it. Ref4464
ham,Please find the project update attached. Ref1879
spam,Urgent: Verify your account and win a bonus. Ref3535
spam,Earn money fast from home. Click here now. Ref3386
ham,Reminder: team meeting at 3 PM today. Ref3567
ham,Thank you for your email. I will review it. Ref4045
spam,Congratulations! You have won a cash prize. Claim now. Ref1396
ham,"Hi, can we schedule a meeting for tomorrow? Ref2861"
ham,Please find the project update attached. Ref4410
spam,Urgent: Verify your account and win a bonus. Ref4476
spam,Limited time offer! Get free rewards today. Ref722
ham,Thank you for your email. I will review it. Ref359
spam,Urgent: Verify your account and win a bonus. Ref593
ham,Reminder: team meeting at 3 PM today. Ref2752
spam,Earn money fast from home. Click here now. Ref3935
spam,Earn money fast from home. Click here now. Ref1368
ham,Thank you for your email. I will review it. Ref4523
ham,Reminder: team meeting at 3 PM today. Ref2572
ham,"Hi, can we schedule a meeting for tomorrow? Ref485"
spam,Urgent: Verify your account and win a bonus. Ref839
spam,Limited time offer! Get free rewards today. Ref1503
ham,"Hi, can we schedule a meeting for tomorrow? Ref4638"
ham,Let's discuss the requirements in today's call. Ref2778
ham,Thank you for your email. I will review it. Ref2754
ham,Thank you for your email. I will review it. Ref528
spam,Urgent: Verify your account and win a bonus. Ref2540
spam,Urgent: Verify your account and win a bonus. Ref1031
ham,Please find the project update attached. Ref4992
spam,Limited time offer! Get free rewards today. Ref2247
spam,Limited time offer! Get free rewards today. Ref4247
spam,You have been selected for an exclusive gift card. Ref2121
ham,"Hi, can we schedule a meeting for tomorrow? Ref793"
spam,Earn money fast from home. Click here now. Ref926
spam,You have been selected for an exclusive gift card. Ref2053
ham,Thank you for your email. I will review it. Ref2607
spam,Earn money fast from home. Click here now. Ref3686
ham,Please find the project update attached. Ref2887
spam,Earn money fast from home. Click here now. Ref309
ham,Let's discuss the requirements in today's call. Ref1110
spam,Urgent: Verify your account and win a bonus. Ref3679
spam,You have been selected for an exclusive gift card. Ref1504
ham,Let's discuss the requirements in today's call. Ref1379
ham,Let's discuss the requirements in today's call. Ref3493
spam,Congratulations! You have won a cash prize. Claim now. Ref132
ham,Please find the project update attached. Ref2161
spam,Congratulations! You have won a cash prize. Claim now. Ref3898
ham,"Hi, can we schedule a meeting for tomorrow? Ref334"
ham,"Hi, can we schedule a meeting for tomorrow? Ref2636"
ham,Let's discuss the requirements in today's call. Ref1891
ham,Please find the project update attached. Ref4633
spam,Congratulations! You have won a cash prize. Claim now. Ref2007
ham,Please find the project update attached. Ref1263
ham,"Hi, can we schedule a meeting for tomorrow? Ref4316"
ham,"Hi, can we schedule a meeting for tomorrow? Ref989"
spam,Congratulations! You have won a cash prize. Claim now. Ref2124
ham,Please find the project update attached. Ref4152
spam,Limited time offer! Get free rewards today. Ref696
ham,Reminder: team meeting at 3 PM today. Ref1013
ham,Please find the project update attached. Ref2120
spam,Limited time offer! Get free rewards today. Ref4996
ham,Please find the project update attached. Ref2691
spam,Earn money fast from home. Click here now. Ref2055
ham,"Hi, can we schedule a meeting for tomorrow? Ref978"
spam,Earn money fast from home. Click here now. Ref750
spam,Limited time offer! Get free rewards today. Ref3768
ham,Reminder: team meeting at 3 PM today. Ref2817
ham,Thank you for your email. I will review it. Ref4113
ham,"Hi, can we schedule a meeting for tomorrow? Ref3701"
ham,Thank you for your email. I will review it. Ref4320
ham,Thank you for your email. I will review it. Ref4629
spam,Congratulations! You have won a cash prize. Claim now. Ref1645
spam,Urgent: Verify your account and win a bonus. Ref4486
spam,You have been selected for an exclusive gift card. Ref3068
ham,"Hi, can we schedule a meeting for tomorrow? Ref3505"
ham,Reminder: team meeting at 3 PM today. Ref2665
ham,Thank you for your email. I will review it. Ref4007
ham,Let's discuss the requirements in today's call. Ref3389
spam,Earn money fast from home. Click here now. Ref3444
spam,You have been selected for an exclusive gift card. Ref472
spam,Earn money fast from home. Click here now. Ref455
spam,Limited time offer! Get free rewards today. Ref2601
ham,Let's discuss the requirements in today's call. Ref4149
ham,Thank you for your email. I will review it. Ref3248
ham,Please find the project update attached. Ref2453
spam,Earn money fast from home. Click here now. Ref4062
spam,Limited time offer! Get free rewards today. Ref2472
spam,Limited time offer! Get free rewards today. Ref315
ham,Reminder: team meeting at 3 PM today. Ref4238
ham,Thank you for your email. I will review it. Ref3170
spam,Earn money fast from home. Click here now. Ref264
spam,Earn money fast from home. Click here now. Ref1089
spam,Limited time offer! Get free rewards today. Ref3060
ham,Thank you for your email. I will review it. Ref3036
ham,"Hi, can we schedule a meeting for tomorrow? Ref213"
spam,You have been selected for an exclusive gift card. Ref3067
spam,Urgent: Verify your account and win a bonus. Ref4280
ham,Please find the project update attached. Ref2095
ham,Thank you for your email. I will review it. Ref3393
spam,Congratulations! You have won a cash prize. Claim now. Ref2344
ham,Reminder: team meeting at 3 PM today. Ref3428
ham,"Hi, can we schedule a meeting for tomorrow? Ref3188"
ham,Reminder: team meeting at 3 PM today. Ref74
spam,Congratulations! You have won a cash prize. Claim now. Ref944
spam,Earn money fast from home. Click here now. Ref1777
ham,"Hi, can we schedule a meeting for tomorrow? Ref3220"
ham,Please find the project update attached. Ref3011
ham,"Hi, can we schedule a meeting for tomorrow? Ref4969"
spam,Earn money fast from home. Click here now. Ref4803
ham,Let's discuss the requirements in today's call. Ref2848
ham,Please find the project update attached. Ref1421
ham,Thank you for your email. I will review it. Ref2650
spam,You have been selected for an exclusive gift card. Ref3630
spam,Limited time offer! Get free rewards today. Ref461
ham,Thank you for your email. I will review it. Ref926
spam,Earn money fast from home. Click here now. Ref4374
spam,You have been selected for an exclusive gift card. Ref2851
spam,Congratulations! You have won a cash prize. Claim now. Ref1231
ham,Let's discuss the requirements in today's call. Ref1337
ham,Thank you for your email. I will review it. Ref674
